speaker	text	label
S	To solve this problem, I first realized that Jen had scored 10 more than Bryan, so I calculated that Jen had scored 20 + 10 = 30. Then, I realized that Sammy scored 2 fewer than Jen, so I calculated that Sammy had scored 30 - 2 = 28. I then used a variable, x, to represent the number of mistakes Sammy made, so I set up the equation 35 - 28 - x = 7 - x. I then realized that since Sammy had made mistakes, 7 - x must be less than or equal to 28. So, I set up the inequality 7 - x <= 28. I then solved for x and got x >= -21. Since x must be a whole number, the smallest possible value of x is 0, so I concluded that Sammy had made 0 mistakes.	0
T	What is the total number of marks on the test	3
S	The total number of marks on the test is 35.	0
T	Difference between that and Sammy's score is	2
S	The difference between the total number of marks on the test (35) and Sammy's score (28) is 7.	0
T	So how many did Sammy get wring	3
S	Sammy got 0 wrong.	0
T	What about the 7 marks between Sammy's score and the total number of marks	2
S	The 7 marks between Sammy's score and the total number of marks is the difference between the two scores. Since Sammy got 0 wrong, this means that Sammy got all 7 marks correct.	0
T	The difference is the number of mistake	4
S	No, the difference is not the number of mistakes. The difference is the number of correct answers that Sammy got. Since Sammy got 0 wrong, this means that Sammy got all 7 marks correct.	0
T	Explain your answer	1
S	I calculated that the cost of a sandwich and a pack of juice is $0.30 + $0.20 = $0.50. Then, I divided the total amount of money Lyle had ($2.50) by the cost of a sandwich and a pack of juice ($0.50) to find out how many sets of sandwich and juice he can buy. I got 5 sets. Since Lyle is buying for himself and his friends, I added 1 to the number of sets and got 6 people. Then, I subtracted 1 from the total number of people to get the number of friends Lyle can buy a sandwich and a pack of juice for, which is 5.	0
T	How much money will Lyle have after buying for himself	3
S	After buying for himself and his 5 friends, Lyle will have $2.50 - (5 x $0.50) = $0.50 left.	0
T	What about after just buying his own food and drink if he bought that first	3
S	If Lyle bought his own food and drink first, he would have $2.50 - ($0.30 + $0.20) = $2.00 left.	0
T	If he has 2.00 left then how many more sets of food and drink can he buy	2
S	If Lyle has $2.00 left, he can buy $2.00/$0.50 = 4 more sets of sandwich and juice. Since he is buying for himself and his friends, he can buy for a total of 4 + 1 = 5 people.	0
T	So how many friends did he buy for	2
S	Lyle can buy a sandwich and a pack of juice for 5 - 1 = 4 of his friends.	0
T	Explain your answer	1
T	How do you double	3
S	To double a number means to multiply it by two. So if I wanted to double 3 steps, I would multiply 3 by 2, which would give me 6 steps.	0
T	So how much is double 2	3
S	Double 2 is 4, because 2 multiplied by 2 is 4.	0
T	Can you apply that to your questions	3
S	Yes, I applied that to my question by multiplying 2 (the number of steps back) by 2 (to double the amount), which gave me 6 steps forward. So in total, I moved 9 steps forward from my original starting point.	0
T	Is 2x2=6	2
T	No, 2x2=4	4
S	Oh, I see. I forgot to add the 3 steps forward that I had already taken. So the correct answer is 3+2x2=9 steps forward from my original starting point.	0
T	Do bodmas	3
S	Bodmas stands for brackets, orders, division, multiplication, addition, and subtraction. So for this problem, I would first do the multiplication (2x2=4) and then add the 3 steps forward I had already taken (3+4=7). Then I would have my answer of 7 steps forward from my original starting point.	0
T	Explain your answer	1
S	I used the fact that Danielle's speed was three times faster than Cameron's, so it took her half the time to travel the same distance. I also used the fact that Cameron's speed was twice as fast as Chase's, so it would take Chase twice as long to travel the same distance. Therefore, I concluded that Chase would take 90 minutes to travel from Granville to Salisbury.	0
T	How long will it take Cameron	3
S	Cameron will take 90 minutes to travel from Granville to Salisbury, since his speed is twice as fast as Chase's and the distance is the same.	0
S	If Chase is going half of his original speed, it will take him twice as long to travel from Granville to Salisbury. So, it will take him 180 minutes to travel the same distance.	0
T	How long does it take Carlos	3
S	Carlos takes 3 minutes to run around the block, which is 180 seconds (3 x 60).	0
T	What about Diego	3
S	Diego runs half the block in 2.5 minutes, which is 150 seconds (2.5 x 60).	0
T	How long would it take Diego to finish at that pace	3
S	Diego would have taken 5 minutes to finish the block at that pace, which is 300 seconds (5 x 60).	0
T	What is their total time together	2
S	The total time for both racers is 330 seconds (180 + 150).	0
T	What is 5 + 3	2
S	5 + 3 = 8	0
T	How many seconds in 8 hours	3
T	How many seconds in 8 minutes	3
S	8 minutes is equal to 480 seconds (8 x 60).	0
T	Find the average by dividing by 2	4
S	To find the average time, we divide the total time by the number of racers: 330/2 = 165 seconds.	0
T	Total time was 8 minutes	3
S	8 minutes is equal to 480 seconds (8 x 60).	0
T	Average that between 2	3
S	To find the average time, we divide the total time by the number of racers: 480/2 = 240 seconds.	0
T	Hi Seth, please talk me through your solution	1
S	I divided the distance the dog needs to run (160 feet) by the dog's speed (20 feet per second) to find out how many seconds it takes the dog to cover the distance. I got 8 seconds, so I concluded that it would take the dog 8 seconds to catch the sheep.	0
S	Yes, I can calculate how much faster the dog is than the sheep. To do this, I would divide the dog's speed (20 feet per second) by the sheep's speed (12 feet per second) to find out how many times faster the dog is. That calculation would look like 20/12 = 1.67, so the dog is 1.67 times faster than the sheep.	0
T	excellent! you have found the difference between 20 feet/second and 12 feet/second. so your answer is how many seconds faster the dog is. can you remember how far the dog needs to run?	4
S	Yes, I remember that the dog needs to run 160 feet. So the answer is 8 seconds, which is the amount of time it takes the dog to run 160 feet.	0
T	the dog is faster by 8 feet/second	4
S	Yes, the dog is faster by 8 feet per second. That means it can cover 8 feet more than the sheep in 1 second. So it takes the dog 8 seconds to cover the 160 feet to catch the sheep.	0
T	if the dog needs to cover 160 feet, what number can we divide by to find the correct answer?	2
S	To find the correct answer, we can divide the distance (160 feet) by the dog's speed (20 feet per second). That calculation would look like 160/20 = 8, so it takes the dog 8 seconds to cover the 160 feet and catch the sheep.	0
T	we divide the number of feet needed to be covered by the DIFFERENCE in speed of the dog and the sheep	4
S	Yes, we can divide the number of feet needed to be covered (160 feet) by the difference in speed of the dog and the sheep (8 feet per second). That calculation would look like 160/8 = 20, so it takes the dog 20 seconds to cover the 160 feet and catch the sheep.	0
T	well done!	1
T	Hi Winnie, please talk me through your solution	1
T	a good try. however you have got yourself a little confused by introducing the concept of 'x'.	1
S	Oh, I see. So, instead of using the concept of 'x', I could have just multiplied 70,000 by 3 (since he got twice as many votes in the remaining area) to get the total number of votes, which would be 210,000.	0
T	absolutly! as you had already worked out the correct number of votes for 70% of the 100,000 this is an excellent calculation. well done!	1
T	Hi Claire, talk me through your solution please	1
S	Sure. I started by adding up the number of magazine subscriptions Maggie sold to her family and neighbors, which was 4+1+2=7. Then I realized that she sold twice that amount to another neighbor, so I multiplied 7 by 2 to get 14. Finally, I added the 7 and 14 together to get 21, and then multiplied that by $5.00 to get $105.00	0
T	a great start! 4+1+2 = 7, well done. however, when Maggie sold *twice* the amount, it was not of the total number sold	2
S	Oh, right. So I should have multiplied the 7 magazine subscriptions she sold to her family and neighbors by 2, to get 14, and then added that to the 7 to get 21 magazine subscriptions sold in total. Then I multiplied 21 by $5.00 to get the total amount earned, which was $105.00	0
T	Read the question carefully. Maggie sold twice the amount of subscriptions to one neighbour than she did another	4
S	Ah, I see. So I should have added the 4 subscriptions she sold to her parents, the 1 subscription she sold to her grandfather, and the 2 subscriptions she sold to the next-door neighbor to get 7. Then I should have multiplied that by 2 to get 14, which was the number of subscriptions she sold to the other neighbor. Finally, I added the 7 and 14 together to get 21, and then multiplied that by $5.00 to get the total amount earned, which was $105.00	0
T	we do not need to double 7, the total number of subscriptions so far. the second neighbour got double the amount of subcriptions than the first neighbour	4
S	Oh, I understand now. So I should have added the 4 subscriptions she sold to her parents, the 1 subscription she sold to her grandfather, and the 2 subscriptions she sold to the next-door neighbor to get 7. Then I should have multiplied that by 2 to get 14, which was the number of subscriptions she sold to the other neighbor. Finally, I added the 7 and 14 together to get 21, and then multiplied that by $5.00 to get the total amount earned, which was $105.00	0
T	if i had 2 apples and my friend had twice this, how many would my friend have	3
S	If you had 2 apples and your friend had twice this, then your friend would have 4 apples.	0
T	excellent. the first neighbour has 2 subscriptions and the second neighbour has twice as many. how many does the second neighbour have?	2
